:END_ID(Transaction),:START_ID(Owner),:TYPE
20295,LACHMAN M LEANNE,MADE_TRANSACTION
20296,LACHMAN M LEANNE,MADE_TRANSACTION
20297,WOODS JACQUELINE F,MADE_TRANSACTION
20298,Yee James,MADE_TRANSACTION
20299,Yee James,MADE_TRANSACTION
20300,Piotrowski Christopher C.,MADE_TRANSACTION
20301,Del Moral-Niles Christopher,MADE_TRANSACTION
20302,Lau Timothy J,MADE_TRANSACTION
20303,Lau Timothy J,MADE_TRANSACTION
20304,Carroll Larry W.,MADE_TRANSACTION
20305,Hickey Scott,MADE_TRANSACTION
20306,Hickey Scott,MADE_TRANSACTION
20307,Hickey Scott,MADE_TRANSACTION
20308,Hickey Scott,MADE_TRANSACTION
20309,Hickey Scott,MADE_TRANSACTION
20310,Hickey Scott,MADE_TRANSACTION
20311,Hickey Scott,MADE_TRANSACTION
20312,Hickey Scott,MADE_TRANSACTION
20313,Hickey Scott,MADE_TRANSACTION
20314,Hickey Scott,MADE_TRANSACTION
20315,Hickey Scott,MADE_TRANSACTION
20316,Hickey Scott,MADE_TRANSACTION
20317,Hickey Scott,MADE_TRANSACTION
20318,Meyer Jeffrey D,MADE_TRANSACTION
20319,Ellison Tom,MADE_TRANSACTION
20320,Docter Judith M,MADE_TRANSACTION
20321,Docter Judith M,MADE_TRANSACTION
20322,Docter Judith M,MADE_TRANSACTION
20323,Houser John D,MADE_TRANSACTION
20324,Billingsley Chester,MADE_TRANSACTION
20325,Kallsen Terri R,MADE_TRANSACTION
20326,Kallsen Terri R,MADE_TRANSACTION
20327,Kallsen Terri R,MADE_TRANSACTION
20328,CHASE PETER R,MADE_TRANSACTION
20329,CHASE PETER R,MADE_TRANSACTION
20330,CHASE PETER R,MADE_TRANSACTION
20331,CHASE PETER R,MADE_TRANSACTION
20332,Kelley Stephen Douglas,MADE_TRANSACTION
20333,Harrington Michael W,MADE_TRANSACTION
20334,Segura Omar,MADE_TRANSACTION
20335,Segura Omar,MADE_TRANSACTION
20336,DOERR L JOHN,MADE_TRANSACTION
20337,DOERR L JOHN,MADE_TRANSACTION
20338,DOERR L JOHN,MADE_TRANSACTION
20339,DOERR L JOHN,MADE_TRANSACTION
20340,DOERR L JOHN,MADE_TRANSACTION
20341,DOERR L JOHN,MADE_TRANSACTION
20342,MCGONIGLE DENNIS,MADE_TRANSACTION
20343,MCGONIGLE DENNIS,MADE_TRANSACTION
20344,Sheldon Sandra J,MADE_TRANSACTION
20345,CULLIGAN THOMAS M,MADE_TRANSACTION
20346,Robertson Wilbur A,MADE_TRANSACTION
20347,Carter George P,MADE_TRANSACTION
20348,CONRAD PETER J,MADE_TRANSACTION
20349,Dunlaevy James Williar,MADE_TRANSACTION
20350,Dunlaevy James Williar,MADE_TRANSACTION
20351,Theodosopoulos Nikos,MADE_TRANSACTION
20352,Olson Gary S,MADE_TRANSACTION
20353,Ledford Andrea,MADE_TRANSACTION
20354,Ledford Andrea,MADE_TRANSACTION
20355,Musslewhite Robert W,MADE_TRANSACTION
20356,Klaue David A,MADE_TRANSACTION
20357,Barnes Michael Gene,MADE_TRANSACTION
20358,Barnes Michael Gene,MADE_TRANSACTION
20359,Barnes Michael Gene,MADE_TRANSACTION
20360,Wyatt D R,MADE_TRANSACTION
20361,VERZURA TONY,MADE_TRANSACTION
20362,VERZURA TONY,MADE_TRANSACTION
20363,ORRICO BRENT A,MADE_TRANSACTION
20364,Donnino Michael Francis,MADE_TRANSACTION
20365,HOWARD JACK L,MADE_TRANSACTION
20366,Dunn Steve P.,MADE_TRANSACTION
20367,NAPOLITANO JASON A,MADE_TRANSACTION
20368,NAPOLITANO JASON A,MADE_TRANSACTION
20369,NAPOLITANO JASON A,MADE_TRANSACTION
20370,SMITH MICHAEL MARION,MADE_TRANSACTION
20371,TESKE TODD J,MADE_TRANSACTION
20372,TESKE TODD J,MADE_TRANSACTION
20373,CARLSON CAPITAL L P,MADE_TRANSACTION
20374,CARLSON CAPITAL L P,MADE_TRANSACTION
20375,Johnson Keith,MADE_TRANSACTION
20376,Ferrero James,MADE_TRANSACTION
20377,ADAMS ROBERT D,MADE_TRANSACTION
20378,Wallace Bruce,MADE_TRANSACTION
20379,Dierker Richard A,MADE_TRANSACTION
20380,"SunTx Veritex Holdings, L.P.",MADE_TRANSACTION
20381,GARCIA-MOLINA HECTOR,MADE_TRANSACTION
20382,Weinstein Boaz,MADE_TRANSACTION
20383,BAKER LLOYD W,MADE_TRANSACTION
20384,HOUGEN ELIZABETH L,MADE_TRANSACTION
20385,Weinstein Boaz,MADE_TRANSACTION
20386,Davanzo Christopher,MADE_TRANSACTION
20387,Mulleady John,MADE_TRANSACTION
20388,Maddox Edward L,MADE_TRANSACTION
20389,Murdoch John W,MADE_TRANSACTION
20390,SINGER MARTIN H,MADE_TRANSACTION
20391,DAVIS PERRY E,MADE_TRANSACTION
20392,Scanlon Neil,MADE_TRANSACTION
20393,McGroarty Jeffrey B,MADE_TRANSACTION
20394,PATRICK STEPHEN C,MADE_TRANSACTION
20395,Rust Steven W,MADE_TRANSACTION
20396,Kelley Scot A.,MADE_TRANSACTION
20397,Kelley Scot A.,MADE_TRANSACTION
20398,HANSON JOHN NILS,MADE_TRANSACTION
20399,NICHOLAS JAMES B,MADE_TRANSACTION
20400,MCDONALD R BRUCE,MADE_TRANSACTION
20401,GALLOWAY DAVID A,MADE_TRANSACTION
20402,Priest Jeffrey W,MADE_TRANSACTION
20403,Priest Jeffrey W,MADE_TRANSACTION
20404,Douglas Scott S,MADE_TRANSACTION
20405,Brinkworth Douglas,MADE_TRANSACTION
20406,HILL ROBERT R JR,MADE_TRANSACTION
20407,SCHIEBER PAUL W JR,MADE_TRANSACTION
20408,SCHIEBER PAUL W JR,MADE_TRANSACTION
20409,Bomhard Britta,MADE_TRANSACTION
20410,BARABE TIMOTHY C,MADE_TRANSACTION
20411,Miller Kevin S.,MADE_TRANSACTION
20412,Chambers Caroline M,MADE_TRANSACTION
20413,Jois Ganesh,MADE_TRANSACTION
20414,STONE MICHAEL J,MADE_TRANSACTION
20415,STONE MICHAEL J,MADE_TRANSACTION
20416,ROMEO CARMEN,MADE_TRANSACTION
20417,ROMEO CARMEN,MADE_TRANSACTION
20418,Castleman Michael S,MADE_TRANSACTION
20419,Jasper Thomas W,MADE_TRANSACTION
20420,Samuels Steven,MADE_TRANSACTION
20421,Rens Nick,MADE_TRANSACTION
20422,Plant Tommy G,MADE_TRANSACTION
20423,Van Kirk Steven Richard,MADE_TRANSACTION
20424,Johns Michael R,MADE_TRANSACTION
20425,KIRKLAND CARL,MADE_TRANSACTION
20426,Newcity Michael E,MADE_TRANSACTION
20427,Patch Ryan M,MADE_TRANSACTION
20428,Hyland Donna Westbrook,MADE_TRANSACTION
20429,FAYARD GARY P,MADE_TRANSACTION
20430,HOLDER JOHN R,MADE_TRANSACTION
20431,JOHNS JOHN D,MADE_TRANSACTION
20432,Cromie Sean,MADE_TRANSACTION
20433,Ramsey John S Jr,MADE_TRANSACTION
20434,HAQ MAHMUD UL,MADE_TRANSACTION
20435,NICKERSON RANDY S,MADE_TRANSACTION
20436,Ungar Stephen,MADE_TRANSACTION
20437,Fleming Bruce A,MADE_TRANSACTION
20438,Hugh Redd,MADE_TRANSACTION
20439,Hugh Redd,MADE_TRANSACTION
20440,Hugh Redd,MADE_TRANSACTION
20441,ROESER Joachim,MADE_TRANSACTION
20442,ROESER Joachim,MADE_TRANSACTION
20443,ROESER Joachim,MADE_TRANSACTION
20444,Cairnhill Investments (Mauritius) Pte Ltd,MADE_TRANSACTION
20445,Chand Sujeet,MADE_TRANSACTION
20446,Chand Sujeet,MADE_TRANSACTION
20447,Boockvar Peter,MADE_TRANSACTION
20448,Sandberg Sheryl,MADE_TRANSACTION
20449,Sandberg Sheryl,MADE_TRANSACTION
20450,Sandberg Sheryl,MADE_TRANSACTION
20451,Sandberg Sheryl,MADE_TRANSACTION
20452,Sandberg Sheryl,MADE_TRANSACTION
20453,Whitson Shelly,MADE_TRANSACTION
20454,"Columbia Pacific Advisors, LLC",MADE_TRANSACTION
20455,GUERRERO JUAN,MADE_TRANSACTION
20456,Scott Walter S.,MADE_TRANSACTION
20457,Scott Walter S.,MADE_TRANSACTION
20458,Allanson Joe,MADE_TRANSACTION
20459,Benioff Marc,MADE_TRANSACTION
20460,Benioff Marc,MADE_TRANSACTION
20461,Caldwell Jeremy S,MADE_TRANSACTION
20462,Feld Peter A,MADE_TRANSACTION
20463,Feld Peter A,MADE_TRANSACTION
20464,Feld Peter A,MADE_TRANSACTION
20465,Feld Peter A,MADE_TRANSACTION
20466,Feld Peter A,MADE_TRANSACTION
20467,Feld Peter A,MADE_TRANSACTION
20468,Feld Peter A,MADE_TRANSACTION
20469,Feld Peter A,MADE_TRANSACTION
20470,Melone Anthony J.,MADE_TRANSACTION
20471,LEWIS GEOFFREY D,MADE_TRANSACTION
20472,GAUDLING JOHN,MADE_TRANSACTION
20473,Norton Burke F,MADE_TRANSACTION
20474,LORBER HOWARD M,MADE_TRANSACTION
20475,Conway Craig,MADE_TRANSACTION
20476,DAVID A. SWINGHAMER GRAT,MADE_TRANSACTION
20477,PORTER WILLIAM,MADE_TRANSACTION
20478,PORTER WILLIAM,MADE_TRANSACTION
20479,GOLDFIELD BURTON,MADE_TRANSACTION
20480,GOLDFIELD BURTON,MADE_TRANSACTION
20481,GOLDFIELD BURTON,MADE_TRANSACTION
20482,GOLDFIELD BURTON,MADE_TRANSACTION
20483,GOLDFIELD BURTON,MADE_TRANSACTION
20484,LIDGARD GRAHAM PETER,MADE_TRANSACTION
20485,LIDGARD GRAHAM PETER,MADE_TRANSACTION
20486,Conroy Kevin T,MADE_TRANSACTION
20487,Conroy Kevin T,MADE_TRANSACTION
20488,Conroy Kevin T,MADE_TRANSACTION
20489,ARORA MANEESH,MADE_TRANSACTION
20490,ARORA MANEESH,MADE_TRANSACTION
20491,"PW Partners Atlas Fund III, LP",MADE_TRANSACTION
20492,Cappasola John D. Jr.,MADE_TRANSACTION
20493,Borowicz Stanislaw M.,MADE_TRANSACTION
20494,Korkus Ohad,MADE_TRANSACTION
20495,Faitelson Yakov,MADE_TRANSACTION
20496,Kliem Jurgen,MADE_TRANSACTION
20497,LACOMBE PHILLIP E,MADE_TRANSACTION
20498,BROWN WILLIAM E,MADE_TRANSACTION
20499,BROWN WILLIAM E,MADE_TRANSACTION
20500,Montana Margaret C,MADE_TRANSACTION
20501,Vaswani Raj,MADE_TRANSACTION
20502,Stynes Theresa,MADE_TRANSACTION
20503,Stynes Theresa,MADE_TRANSACTION
20504,Reeves Donald L. III,MADE_TRANSACTION
20505,Lang Scott A.,MADE_TRANSACTION
20506,Gianella Kenneth P.,MADE_TRANSACTION
20507,DUFF ANDREW S,MADE_TRANSACTION
20508,DUFF ANDREW S,MADE_TRANSACTION
20509,Bell Michael,MADE_TRANSACTION
20510,Arnold Richard S. Jr.,MADE_TRANSACTION
20511,Schoneman Debbra L.,MADE_TRANSACTION
20512,Yang Patrick Y,MADE_TRANSACTION
20513,Schultz Nathan J.,MADE_TRANSACTION
20514,Osier Michael A.,MADE_TRANSACTION
20515,GEIGER CHARLES,MADE_TRANSACTION
20516,FRANCIS JAMES L,MADE_TRANSACTION
20517,NORDSTROM BLAKE W,MADE_TRANSACTION
20518,REARDON ANTHONY J,MADE_TRANSACTION
20519,Bobb George C III,MADE_TRANSACTION
20520,Bobb George C III,MADE_TRANSACTION
20521,SOOCH NAVDEEP S,MADE_TRANSACTION
20522,Clark Bernard J.,MADE_TRANSACTION
20523,Irvin Jon,MADE_TRANSACTION
20524,Chang Mike F,MADE_TRANSACTION
20525,RAVICH JESS M,MADE_TRANSACTION
20526,Bergman Judson,MADE_TRANSACTION
20527,Bergman Judson,MADE_TRANSACTION
20528,YEUTTER CLAYTON K,MADE_TRANSACTION
20529,Harvey David C,MADE_TRANSACTION
20530,Rudisill McAndrew,MADE_TRANSACTION
20531,WEBSTER STEVEN A,MADE_TRANSACTION
20532,WEBSTER STEVEN A,MADE_TRANSACTION
20533,WEBSTER STEVEN A,MADE_TRANSACTION
20534,WINN STEPHEN T,MADE_TRANSACTION
20535,WINN STEPHEN T,MADE_TRANSACTION
20536,WINN STEPHEN T,MADE_TRANSACTION
20537,WINN STEPHEN T,MADE_TRANSACTION
20538,WINN STEPHEN T,MADE_TRANSACTION
20539,WINN STEPHEN T,MADE_TRANSACTION
